Date,Channel,Sessions,Transactions,AOV,CPA
3/4/2017,Channel B,1223,108,82.89,17
3/4/2017,Channel C,3423,308,63.22,5
3/4/2017,Channel D,3917,374,63.77,16
3/3/2017,Channel A,3043,708,63.53,5
3/3/2017,Channel B,1901,204,80.87,30
3/3/2017,Channel C,2008,317,61.65,7
3/3/2017,Channel D,6763,868,65.79,20
3/2/2017,Channel A,3553,804,63.02,3
3/2/2017,Channel B,2094,230,81.8,30
3/2/2017,Channel C,4842,647,60.54,10
3/2/2017,Channel D,7544,999,65.68,11
3/1/2017,Channel A,3844,907,61.31,5
3/1/2017,Channel B,2343,238,80.93,24
3/1/2017,Channel C,5009,623,55.3,8
3/1/2017,Channel D,7681,999,64.95,14
2/28/2017,Channel A,3956,829,61.09,3
2/28/2017,Channel B,1972,216,79.94,20
2/28/2017,Channel C,2545,381,59.02,5
2/28/2017,Channel D,7548,977,64.44,11
2/27/2017,Channel A,3639,782,61.74,4
2/27/2017,Channel B,2030,209,81.5,28
2/27/2017,Channel C,5096,541,56.53,10
2/27/2017,Channel D,7640,928,64.59,20
2/26/2017,Channel A,2004,429,59.13,8
2/26/2017,Channel B,1159,97,78.32,19
2/26/2017,Channel C,1473,238,60.28,10
2/26/2017,Channel D,3881,437,61.44,16
2/25/2017,Channel A,1702,309,62.11,5
2/25/2017,Channel B,1267,103,81.83,21
2/25/2017,Channel C,3463,330,62.55,7
2/25/2017,Channel D,3919,368,64.05,13
2/24/2017,Channel A,3039,668,64.38,5
2/24/2017,Channel B,2095,226,81.81,29
2/24/2017,Channel C,2085,340,61.72,5
2/24/2017,Channel D,6612,785,65.19,19
2/23/2017,Channel A,3568,785,62.64,3
2/23/2017,Channel B,2182,239,79.44,28
2/23/2017,Channel C,5504,679,62.51,6
2/23/2017,Channel D,7328,893,66.5,20
2/22/2017,Channel A,3524,819,60.07,9
2/22/2017,Channel B,2367,249,84.56,27
2/22/2017,Channel C,4834,508,55.99,11
2/22/2017,Channel D,7426,891,62.9,13
2/21/2017,Channel A,3577,803,61.32,9
2/21/2017,Channel B,2476,244,81.06,34
2/21/2017,Channel C,2232,337,54.71,10
2/21/2017,Channel D,7588,917,64.35,19
2/20/2017,Channel A,3102,693,61.46,10
2/20/2017,Channel B,1934,196,75.76,24
2/20/2017,Channel C,4681,439,54.86,9
2/20/2017,Channel D,6592,734,64.7,11
2/19/2017,Channel A,1809,325,61.12,4
2/19/2017,Channel B,1235,97,82.75,34
2/19/2017,Channel C,1241,136,60.86,5
2/19/2017,Channel D,3928,350,64.13,14
2/18/2017,Channel A,1878,315,61.28,10
2/18/2017,Channel B,1340,97,83.89,23
2/18/2017,Channel C,2559,211,63.5,9
2/18/2017,Channel D,4474,346,64.97,15
2/17/2017,Channel A,3338,645,63.73,6
2/17/2017,Channel B,2176,218,82.91,15
2/17/2017,Channel C,2162,276,62.56,10
2/17/2017,Channel D,7796,824,66.5,15
2/16/2017,Channel A,4199,683,66.24,3
2/16/2017,Channel B,2567,250,83.99,22
2/16/2017,Channel C,4383,399,64.03,7
2/16/2017,Channel D,11325,1091,68.15,13
2/15/2017,Channel A,5717,749,65.56,3
2/15/2017,Channel B,3018,270,84.49,23
2/15/2017,Channel C,5623,316,67.01,12
2/15/2017,Channel D,17190,996,73.07,18
2/14/2017,Channel A,17533,1747,70.93,5
2/14/2017,Channel B,6574,371,75.43,16
2/14/2017,Channel C,21336,978,76.47,9
2/14/2017,Channel D,66501,2735,76.89,20
2/13/2017,Channel A,29697,6094,71.69,6
2/13/2017,Channel B,10799,1524,71.39,17
2/13/2017,Channel C,42595,6627,69.34,10
2/13/2017,Channel D,61776,9804,74.7,17
2/12/2017,Channel A,13825,2803,65.88,8
2/12/2017,Channel B,6358,953,66,18
2/12/2017,Channel C,29584,4044,64.67,8
2/12/2017,Channel D,23920,3282,69.5,15
2/11/2017,Channel A,11926,2126,64.6,9
2/11/2017,Channel B,6535,811,66.74,18
2/11/2017,Channel C,21608,2600,63.97,7
2/11/2017,Channel D,17779,2235,68.64,19
2/10/2017,Channel A,17683,3006,65.88,6
2/10/2017,Channel B,14073,1706,66.62,17
2/10/2017,Channel C,28694,3718,63.97,11
2/10/2017,Channel D,25280,3649,66.34,14
2/9/2017,Channel A,16308,2508,67.35,7
2/9/2017,Channel B,29862,2182,66.86,20
2/9/2017,Channel C,22502,2667,64.8,12
2/9/2017,Channel D,22589,2779,69.29,13
2/8/2017,Channel A,16423,2487,64.42,6
2/8/2017,Channel B,25395,1791,65.56,24
2/8/2017,Channel C,18305,2218,66.87,6
2/8/2017,Channel D,21931,2542,66.94,16
2/7/2017,Channel A,18600,2600,64.56,4
2/7/2017,Channel B,58932,3430,61.57,24
2/7/2017,Channel C,18704,2075,62.75,10
2/7/2017,Channel D,27467,2645,65.33,17
2/6/2017,Channel A,13699,1747,65.17,7
2/6/2017,Channel B,22791,1898,66.73,30
2/6/2017,Channel C,17919,1717,64.84,8
2/6/2017,Channel D,16625,1853,68.53,13
2/5/2017,Channel A,4688,756,62.9,8
2/5/2017,Channel B,2483,269,67.07,30
2/5/2017,Channel C,13290,1236,63.36,6
2/5/2017,Channel D,7727,669,68.57,20
2/4/2017,Channel A,4982,815,63.65,6
2/4/2017,Channel B,2740,295,68.19,33
2/4/2017,Channel C,9458,893,64.53,7
2/4/2017,Channel D,7767,675,70.56,18
2/3/2017,Channel A,7890,1479,63.72,7
2/3/2017,Channel B,4453,528,70.64,30
2/3/2017,Channel C,16320,1602,63.43,6
2/3/2017,Channel D,12240,1422,68.37,12
2/2/2017,Channel A,7514,1572,64.52,4
2/2/2017,Channel B,5928,576,73.6,29
2/2/2017,Channel C,16536,2044,66.68,7
2/2/2017,Channel D,13165,1463,67.9,10
2/1/2017,Channel A,7163,1425,63.78,10
2/1/2017,Channel B,8506,644,70.02,28
2/1/2017,Channel C,35713,1775,63.93,10
2/1/2017,Channel D,12564,1365,67.72,14
1/31/2017,Channel A,6188,1288,64.34,9
1/31/2017,Channel B,3411,386,70.72,24
1/31/2017,Channel C,12210,1191,63.46,11
1/31/2017,Channel D,11072,1188,66.59,20
1/30/2017,Channel A,5003,1101,61.82,5
1/30/2017,Channel B,2577,378,66.88,16
1/30/2017,Channel C,13082,1234,62.38,7
1/30/2017,Channel D,10554,1139,65.01,13
1/29/2017,Channel A,2670,573,52.99,9
1/29/2017,Channel B,1633,138,69.88,20
1/29/2017,Channel C,8375,752,61.31,5
1/29/2017,Channel D,5236,464,64.97,19
1/28/2017,Channel A,2365,410,61.41,3
1/28/2017,Channel B,1729,137,73.29,18
1/28/2017,Channel C,5085,472,61.46,9
1/28/2017,Channel D,5074,399,64.26,11
1/27/2017,Channel A,5060,902,58.66,5
1/27/2017,Channel B,3129,332,72.38,31
1/27/2017,Channel C,9914,979,62.16,11
1/27/2017,Channel D,8775,985,59.06,19
1/26/2017,Channel A,4685,941,58.39,5
1/26/2017,Channel B,4595,357,71.24,33
1/26/2017,Channel C,7066,679,59.59,5
1/26/2017,Channel D,9166,947,62.77,15
1/25/2017,Channel A,4589,924,64.87,5
1/25/2017,Channel B,2908,344,76.93,22
1/25/2017,Channel C,9143,914,61.89,6
1/25/2017,Channel D,8941,1023,67.02,20
1/24/2017,Channel A,4480,967,62.28,3
1/24/2017,Channel B,2288,290,74.44,27
1/24/2017,Channel C,9225,1263,62.69,11
1/24/2017,Channel D,8666,1053,66.93,20
1/23/2017,Channel A,4491,970,61.8,9
1/23/2017,Channel B,2139,264,75.01,32
1/23/2017,Channel C,9556,1108,60.66,8
1/23/2017,Channel D,8427,1039,64.72,15
1/22/2017,Channel A,2433,490,59.73,8
1/22/2017,Channel B,1289,146,74.38,19
1/22/2017,Channel C,4098,404,64.25,7
1/22/2017,Channel D,4381,452,61.34,12
1/21/2017,Channel A,2268,456,55.88,8
1/21/2017,Channel B,1337,120,77.08,34
1/21/2017,Channel C,3410,364,63.93,6
1/21/2017,Channel D,4092,391,59.73,12
1/20/2017,Channel A,3457,767,63.63,5
1/20/2017,Channel B,1805,220,77.14,32
1/20/2017,Channel C,5013,523,58.83,5
1/20/2017,Channel D,6593,778,68.11,18
1/19/2017,Channel A,4187,929,60.62,4
1/19/2017,Channel B,2306,286,77.61,29
1/19/2017,Channel C,5559,596,61.61,8
1/19/2017,Channel D,7581,876,65.86,13
1/18/2017,Channel A,4138,918,62.06,6
1/18/2017,Channel B,2652,319,74.77,31
1/18/2017,Channel C,8255,1015,58.18,6
1/18/2017,Channel D,7500,929,65.58,14
1/17/2017,Channel A,4106,955,60.46,4
1/17/2017,Channel B,2310,255,78.97,29
1/17/2017,Channel C,6803,702,62.09,10
1/17/2017,Channel D,7294,924,64.48,14
1/16/2017,Channel A,3593,759,61.36,8
1/16/2017,Channel B,1735,213,81,24
1/16/2017,Channel C,5505,565,59.08,12
1/16/2017,Channel D,5973,763,60.74,17
